22,33,32,33,23,33,15,32,14,33
26,29,26,29,26,33,20,33,27,2
2,13,3,0,6,5,16,5,6,5
1,7,3,0,7,3,2,1,21,0
23,27,33,26,29,33,28,2,0,21
5,0,7,0,6,0,12,0,21,1
20,32,14,33,19,33,23,33,13,1
3,0,1,21,1,0,3,12,0,21
0,21,1,2,28,31,32,30,33,31
24,27,2,28,31,32,33,30,1,3
7,0,4,6,4,0,3,1,19,1
10,0,12,0,13,3,12,3,7,0
9,33,20,33,32,30,33,18,32,23
18,32,22,33,26,29,26,29,23,29
31,32,15,33,8,32,22,32,2,1
19,33,9,33,23,29,32,22,32,20
17,0,12,3,0,12,0,7,0,31
16,6,5,10,5,16,6,16,5,10
4,6,0,13,33,32,23,33,14,32
32,20,32,8,33,22,33,20,33,22
29,33,29,26,33,23,29,23,33,18
6,0,11,0,10,4,6,0,31,32
33,30,32,30,1,17,0,1,0,12
27,2,13,3,7,3,1,3,1,3
14,32,18,33,22,32,2,1,21,0
12,3,0,6,0,4,6,16,6,0
30,32,33,19,0,7,0,10,5,0
21,1,7,2,7,1,7,1,7,3
11,0,13,0,10,0,2,13,3,0
15,33,18,33,14,32,33,22,33,18
8,32,18,32,30,32,22,32,33,22
13,3,1,21,0,12,0,2,27,24
25,31,28,33,15,32,29,32,31,28
28,2,3,13,3,1,0,4,10,4
1,17,1,13,1,17,0,19,1,17
23,32,23,32,30,1,3,0,2,7
5,16,6,0,10,0,11,0,31,32
13,0,6,4,0,21,1,13,3,7
15,32,23,32,22,33,31,24,27,33
31,24,27,23,29,33,15,33,22,32
32,30,32,29,23,25,31,33,8,2
20,33,28,2,8,2,32,20,33,15
2,9,2,0,6,5,6,16,5,6
30,33,8,32,23,27,24,25,31,28
3,1,17,0,7,2,1,2,27,2
25,23,32,14,32,8,33,31,25,31
9,2,32,22,32,8,32,29,26,29
0,17,0,6,5,0,8,2,13,2
19,33,19,0,11,0,31,32,20,33
33,29,32,18,32,23,32,31,25,23
28,2,7,1,7,1,2,7,2,9
4,10,4,0,1,19,0,8,32,33
18,33,22,33,26,29,26,33,13,1
16,5,6,5,16,5,0,8,32,31
21,1,21,1,2,1,2,8,33,9
14,33,30,33,26,33,19,33,27,23
12,0,31,28,33,31,24,31,32,23
11,0,19,1,7,3,7,3,1,17
10,0,11,0,10,0,3,7,1,0
22,32,22,32,8,33,23,27,33,9
17,0,5,10,4,10,4,0,21,1
8,33,26,29,23,32,23,25,31,32
6,0,21,1,0,31,33,18,32,14
24,25,24,27,23,33,8,2,8,33
26,29,26,29,23,32,8,0,1,30
29,26,29,23,25,24,31,24,31,33
7,0,2,3,2,1,19,33,13,1
27,23,27,24,25,24,25,31,0,10
27,2,1,17,0,21,1,17,0,4
10,4,0,19,33,8,2,13,33,8
22,32,20,33,32,2,27,2,7,1
14,32,22,33,28,2,13,3,1,7
28,2,28,31,33,22,32,8,33,8
32,30,33,23,25,24,27,2,0,5
15,33,27,23,32,33,9,2,0,19
7,0,11,0,2,8,33,28,2,27
2,9,33,14,33,15,33,18,33,19
0,5,10,0,31,32,15,32,15,33
13,1,30,32,8,0,31,0,1,2
25,24,27,24,31,0,10,0,12,0
16,6,0,1,13,0,8,0,19,1
19,1,2,32,22,33,27,33,13,3
31,32,30,1,19,0,5,10,4,10
8,0,5,0,10,5,10,4,0,1
3,7,0,2,7,0,6,4,10,4
9,33,19,1,13,3,0,1,0,5
6,5,6,0,5,0,17,0,7,2
29,23,25,24,27,23,27,24,25,31
18,32,30,1,19,0,5,6,5,0
24,27,2,32,23,29,32,20,32,31
1,3,12,3,12,0,3,0,7,3
4,10,0,21,1,3,0,11,0,21
26,33,31,24,25,24,25,24,27,2
12,0,3,13,2,8,33,13,3,1
5,6,0,13,3,2,28,2,9,33
17,0,3,7,2,1,30,32,2,13
11,0,1,21,0,12,3,1,21,1
30,33,32,29,32,18,32,2,32,20
23,29,23,33,19,0,8,0,7,3
20,33,29,23,29,26,29,23,32,8
33,31,32,15,33,13,0,2,28,33
21,0,2,13,2,0,11,0,19,1
10,0,13,0,7,0,21,0,10,5
19,0,31,32,31,33,23,25,31,25
32,30,1,7,3,7,1,30,32,8
22,33,26,33,20,32,23,32,20,33
27,23,27,33,9,33,30,32,20,33
25,24,31,33,26,33,15,32,31,24
21,1,0,2,28,33,23,33,20,32
24,27,24,25,24,27,23,27,2,13
29,26,29,23,25,24,31,32,18,32
6,16,5,0,31,28,2,1,17,1
18,32,33,18,32,14,32,30,1,19
15,33,13,33,23,25,31,33,29,23
5,6,0,13,1,2,0,11,0,1
1,0,31,25,31,0,7,2,27,33
7,1,13,1,0,3,0,31,32,22
4,6,0,12,3,13,33,18,32,8
2,1,21,1,13,3,1,7,1,2
20,32,23,33,9,2,8,33,8,32
28,2,13,1,2,9,33,14,32,18
14,33,19,33,29,23,25,23,29,32
26,29,33,28,33,15,33,14,32,8
3,12,3,0,8,33,9,2,27,2
23,32,31,24,25,24,25,24,27,23
16,6,4,10,0,8,0,1,17,1
30,33,27,24,31,0,2,9,2,8
33,15,33,8,0,1,21,1,19,1
11,0,2,3,1,7,2,27,24,25
9,33,26,33,14,32,31,0,5,10
13,0,10,5,10,4,6,16,5,6
17,1,19,1,13,0,17,0,13,3
12,3,12,0,4,0,19,1,3,13
0,6,16,5,6,5,10,0,8,32
8,32,23,25,24,25,23,32,20,32
31,24,27,23,27,23,25,31,33,27
3,1,30,1,19,0,6,0,3,7
2,28,31,25,24,31,25,24,25,24
7,2,8,33,13,1,2,3,13,33
5,10,4,6,0,3,13,33,22,32
20,33,23,32,30,33,18,32,18,33
21,1,3,0,3,12,3,2,3,7
28,2,1,2,7,3,7,1,17,1
31,25,24,31,25,24,27,23,33,28
6,16,5,10,4,0,8,0,13,2
25,31,32,30,32,30,32,18,33,15
22,32,2,28,31,28,31,33,29,32
24,27,2,0,21,1,30,33,32,2
8,32,31,25,23,27,24,25,23,27
10,0,5,0,17,0,17,1,3,13
19,0,19,33,29,26,29,33,13,33
0,7,3,12,0,8,2,7,1,13
27,2,8,32,30,33,22,33,32,18
11,0,21,0,10,4,6,16,5,16
9,2,13,1,13,33,32,14,33,23
23,27,23,25,24,25,23,25,24,27
14,33,32,22,32,33,23,33,15,32
32,22,32,23,25,23,29,33,31,24
13,33,32,8,32,15,33,19,0,19
12,0,10,4,0,11,0,8,0,7
30,33,30,32,20,33,26,33,14,32
4,0,21,1,3,12,0,12,0,3
15,32,20,33,28,31,32,22,33,18
16,6,16,6,5,0,1,2,8,2
18,33,27,33,26,29,33,32,30,1
26,33,23,29,23,29,33,26,33,8
1,0,2,32,30,32,31,25,23,29
17,1,3,1,21,1,19,33,22,32
33,23,27,2,3,0,4,6,4,0
29,26,33,29,26,33,13,33,31,25
17,1,19,0,12,0,4,0,21,0
20,33,13,33,19,0,13,2,3,1
25,23,33,19,0,5,16,6,16,6
3,2,3,0,17,1,21,0,8,0
5,10,4,10,4,6,5,10,5,16
30,32,8,33,27,23,29,33,14,32
2,0,2,9,2,8,32,30,33,15
12,3,12,0,7,2,32,33,23,33
13,33,9,33,32,22,33,26,33,31
14,33,23,32,30,1,19,1,3,2
1,3,12,0,17,0,21,1,3,13
18,32,14,33,23,32,30,1,3,1
16,6,16,5,6,4,10,0,11,0
10,5,10,4,0,6,5,10,5,10
15,32,33,27,23,25,24,31,24,25
0,6,4,10,0,1,3,1,13,3
7,2,7,2,27,33,18,32,8,0
23,32,29,23,32,31,28,33,8,32
27,24,27,2,8,32,2,7,1,19
33,18,33,26,33,27,23,25,31,0
6,5,10,4,6,16,5,10,4,10
28,33,28,31,28,33,20,33,28,31
29,23,33,32,30,33,19,1,2,3
32,15,32,14,32,8,0,1,3,7
21,0,17,1,13,2,3,13,3,0
9,2,7,3,7,0,4,10,5,6
31,33,19,33,26,29,23,29,26,29
4,10,4,6,16,5,16,5,10,5
24,25,31,32,30,33,8,33,20,33
22,33,19,0,2,28,33,29,33,31
8,32,31,28,2,27,24,27,23,33
11,0,4,0,7,0,11,0,13,3
19,0,17,1,7,2,13,2,9,2
26,33,28,31,32,22,32,23,27,24
6,5,16,5,16,5,0,31,25,31
21,1,2,7,2,13,1,13,3,2
2,27,2,13,2,28,31,25,23,25
27,33,14,32,30,32,29,33,20,33
9,33,8,32,2,28,2,13,0,11
15,32,23,27,33,14,32,20,33,20
4,0,1,21,1,2,27,33,30,33
31,33,32,33,29,32,8,33,20,32
3,12,3,13,0,11,0,17,0,7
32,20,32,15,32,31,24,25,24,25
28,33,26,33,8,2,8,0,21,1
30,33,29,33,9,2,28,33,27,24
12,0,12,3,13,33,8,33,30,33
13,0,21,1,30,32,2,28,31,24
8,33,29,23,32,29,26,29,32,30
26,29,32,30,1,2,8,32,29,32
7,1,3,13,33,14,32,18,32,31
10,0,1,0,31,33,15,33,28,33
17,1,3,12,0,12,0,5,10,4
18,32,15,32,2,13,1,3,2,27
24,27,23,29,26,29,26,29,23,33
5,16,6,16,5,10,0,11,0,19
29,32,30,33,27,33,18,33,31,32
22,32,30,32,29,26,33,26,33,27
14,33,23,29,26,33,28,2,27,33
23,27,2,27,24,27,33,30,33,22
33,13,0,7,3,2,13,0,31,33
16,6,5,16,5,0,1,2,28,2
19,0,11,0,12,0,13,2,3,7
20,33,19,33,9,2,27,33,15,32
11,0,21,0,4,6,16,6,16,5
1,30,32,14,32,23,27,23,29,32
0,21,0,10,5,16,5,6,5,0
25,23,25,24,25,31,28,2,8,2
33,13,2,7,1,30,33,30,32,8
30,1,2,9,2,1,19,33,29,26
19,1,19,33,31,24,27,23,29,33
13,3,13,3,7,1,0,5,6,16
26,29,33,13,2,0,3,7,3,7
29,23,25,23,25,24,31,24,31,0
15,32,31,25,23,25,23,33,9,2
17,0,8,33,9,2,3,12,3,13
4,0,19,1,13,33,20,33,18,33
11,0,7,2,27,2,7,3,7,2
32,14,32,15,32,22,32,14,32,15
23,33,22,32,15,33,31,32,18,33
6,0,3,13,3,2,28,2,32,23
10,0,6,4,6,0,21,1,30,1
8,2,9,2,7,1,19,1,21,1
2,0,1,13,1,30,1,2,27,2
16,6,16,6,4,6,5,10,4,6
31,33,28,2,28,33,13,3,0,4
25,31,24,27,33,29,26,33,9,33
22,33,19,33,31,25,23,25,31,28
5,16,5,16,5,16,6,5,16,6
9,2,32,2,28,2,28,33,15,32
28,2,9,33,15,32,18,33,31,28
7,2,7,1,2,27,23,25,24,31
1,30,32,30,1,30,1,21,1,2
0,7,2,3,1,13,2,13,3,12
20,32,15,32,20,32,29,33,22,32
3,7,1,30,33,9,33,30,1,3
14,33,22,33,18,32,14,33,22,32
18,33,22,32,29,23,29,23,32,8
27,2,0,8,0,6,4,6,5,16
21,1,0,7,1,3,2,7,3,1
24,27,23,25,24,25,31,32,31,25
12,0,6,5,0,3,7,3,12,0
15,32,23,33,14,32,14,32,18,32
19,0,5,10,0,17,0,13,2,32
9,2,13,33,9,33,31,0,6,16
26,33,28,2,32,22,33,29,33,30
17,1,2,0,5,16,5,0,6,5
3,1,2,8,33,30,32,30,32,20
1,21,0,6,5,10,4,10,5,10
6,4,10,0,5,0,7,0,12,3
31,0,21,1,3,1,17,0,17,0
10,0,6,5,16,5,0,3,12,3
25,23,27,24,31,25,24,31,0,31
4,0,4,6,4,6,16,5,16,6
21,1,0,8,0,6,4,10,0,8
12,3,7,2,32,18,32,22,32,15
14,32,14,33,20,32,22,32,14,33
11,0,2,32,2,27,33,19,0,12
8,33,29,26,29,33,26,33,30,33
